10176
(470130312, -187.303, -221.688)
(470130313, -176.698, -223.669)
(470130314, -171.788, -188.326)
(470130315, -381.718, -325.367)
(470130316, -368.611, -323.298)
(470130317, -350.839, -350.486)
(470130319, -327.652, -344.338)
(470130322, -325.604, -351.402)
(470130326, -358.882, -360.618)
(470130330, -124.155, -510.122)
(470130333, -135.24, -514.704)
(470130335, -127.094, -534.356)
(470130336, -116.001, -529.774)
(470130337, -75.9882, -434.751)
(470130338, -84.0526, -436.802)
(470130339, -80.466, -453.429)
(470130340, -73.4, -451.394)
(470130341, -93.6518, -436.838)
(470130342, -84.0621, -434.282)
(470130343, -89.668, -420.67)
(470130344, -99.2474, -423.737)
(470130345, -105.752, -438.904)
(470130346, -99.202, -435.837)
(470130347, -88.5266, -456.502)
(470130348, -111.193, -467.177)
(470130349, -118.805, -455.594)
(470130350, -101.175, -448.967)
(470130351, -369.467, -429.408)
(470130352, -362.924, -435.679)
(470130353, -375.757, -448.26)
(470130354, -381.904, -438.114)
(470130357, -77.6757, -135.052)
(470130359, -80.9917, -143.546)
(470130360, -74.7836, -138.816)
(470130363, -24.485, -124.484)
(470130364, -47.7842, -118.243)
(470130365, -30.7922, -116.27)
(470130366, -39.543, -111.962)
(470130367, -50.6763, -114.48)
(470130368, -34.2225, -118.881)
(470130369, -59.5626, -98.6937)
(470130370, -121.111, -149.336)
(470130371, -116.326, -165.693)
(470130372, -50.9947, -223.997)
(470130373, -51.1736, -236.675)
(470130374, -121.448, -144.531)
(470130375, -91.9605, -221.231)
(470130376, -54.6869, -217.228)
(470130377, -83.0455, -235.707)
(470130379, -30.4909, -98.2181)
(470130382, 97.4018, -205.497)
(470130384, -14.4655, -363.326)
(470130385, 14.7194, -368.112)
(470130388, -44.7431, -248.674)
(470130390, -39.1927, -254.215)
(470130391, -37.9237, -252.523)
(470130392, -1.60192, -89.3059)
(470130393, 83.4319, -192.351)
(470130394, -10.3415, -92.4472)
(470130397, 118.963, -335.68)
(470130398, 108.237, -341.649)
(470130399, -156.282, -212.802)
(470130400, -143.153, -214.262)
(470130401, -143.6, -229.406)
(470130402, -158.737, -229.463)
(470130403, -153.444, -186.547)
(470130408, -138.298, -189.011)
(470130409, -140.243, -207.18)
(470130410, -155.394, -205.716)
(470130411, -146.163, -158.955)
(470130412, -131.521, -161.432)
(470130413, -135.469, -184.659)
(470130414, -149.609, -182.192)
(470130415, -125.178, -107.499)
(470130416, -119.115, -106.477)
(470130417, -115.487, -134.217)
(470130418, -121.533, -135.239)
(470130419, -19.016, -132.967)
(470130420, -6.75684, -121.919)
(470130421, 33.1883, -185.724)
(470130424, 28.707, -185.541)
(471718926, -62.2772, 43.1612)
(471718929, -56.5966, 114.543)
(471718931, -52.9607, 158.429)
(471718939, -38.801, 170.416)
(471718953, 50.8854, 27.5235)
